Epoch,Train_Loss,Val_Loss,Val_R2,Val_MAE,Val_MSE
1,9.627963980761441,6.09936120112737,0.03979940710834773,1.9905914001464844,6.1370030245934775
2,6.021562636982311,5.775659094254176,0.09836752268568227,1.9735628067652384,5.762672176327275
3,1.3731171915476972,0.7291031181812286,0.886522022531467,0.7572479290366173,0.7252804217209229
4,0.3057812165807594,0.08500380457068483,0.9867125301307029,0.2111045575539271,0.08492521602334856
5,0.17484430731697517,0.14057291205972433,0.9780117196421367,0.31047416655222576,0.14053536736051903
6,0.1990527807311578,0.08866346006592114,0.9860907662617536,0.26386120065053303,0.08889914269301796
7,0.18276317065412348,0.023742786492221057,0.9962981829922672,0.11122078190247218,0.023659704379614975
8,0.1202892839569937,0.04409774765372276,0.9931017337559493,0.1543226741552353,0.04408941331383562
9,0.16847625896334648,0.07879845503096779,0.9876955737040266,0.24693771174550055,0.07864221492185357
10,0.14019465514204718,0.02257892470030735,0.9964484914401655,0.11080315328141054,0.02269902657312117
11,0.13424947349862618,0.027270429767668247,0.9957689087082181,0.1174059900045395,0.027042495336103835
12,0.13054837320338597,0.15344221331179142,0.9760655165152265,0.3699943524599075,0.15297428331697716
13,0.12626705996014856,0.012947708911572894,0.9979485780228754,0.09056629343827566,0.01311140919046693
14,0.11068268607963215,0.012096961630353084,0.9980882065819028,0.08459790508945783,0.01221899056938453
15,0.1211494521999901,0.03950875221441189,0.9938242239940231,0.17682328946391743,0.03947170654597638
16,0.11271157664331523,0.018908853953083355,0.9970374892242146,0.10849755888183911,0.01893452027209587
17,0.10290590782057155,0.07004740741103888,0.9890473959290551,0.22378458182513714,0.07000221079653918
18,0.09912152696739543,0.02967577489713828,0.9953348044846017,0.15028352229793868,0.029817018652424934
19,0.0849711614576253,0.006692525659066935,0.9989360415142149,0.05960432892044385,0.006800158731043287
20,0.08711873001673005,0.008646351130058369,0.9986351063045721,0.069514855970939,0.008723548807509474
1,21.083574693853205,6.369998296101888,-0.0017911951541120796,2.0294425868988037,6.4028242017193095
2,7.3833567706021395,6.352623820304871,0.0008295483012145111,2.0223818009694416,6.386074044896777
3,7.254610000957142,6.315328319867452,0.00665377458834715,2.0179689025878904,6.348849224786628
4,7.155740729245273,5.978495558102925,0.05915326799327103,1.9681751384735107,6.013305222626239
5,6.694200780174949,5.1697612007459,0.1862831686993064,1.81004327583313,5.2007702263713025
6,5.821672088449652,4.682452877362569,0.262350292336643,1.7519724966684977,4.714596637966596
7,4.870779614015059,2.804292460282644,0.5574854136627467,1.3383975038528442,2.828277106765848
8,3.0419762112877584,1.88446040948232,0.7033369809256,1.1256475696563721,1.8960849001996618
9,1.8285903020338579,0.9866571029027303,0.8448664923912472,0.7770729465484619,0.9915165773264002
10,0.9351521351120688,0.3789440269271533,0.941021356340676,0.47188512245814007,0.376954687596756
11,0.9066499612548135,0.2915799493590991,0.9546533165424753,0.4278866893450419,0.2898277043300206
12,0.7000299139456315,0.3118412134548028,0.9514951692993723,0.4469983787536621,0.31001261082405535
13,0.7335926912047647,0.13463791894416013,0.9789225948726072,0.27769939390818277,0.1347136212734947
14,0.6140069332989779,0.2685281311472257,0.9579068473183123,0.38386106316248575,0.26903316581407405
15,0.698201185464859,0.10429974024494489,0.9836438109431691,0.25640005167325336,0.10453855418929159
16,0.43059444210746073,0.13301677567263445,0.9792209279572807,0.2933488882382711,0.13280686235610742
17,0.45935824594714425,0.06940198379258315,0.9892113895640828,0.20771852691968282,0.06895406581347069
18,0.6003076076507569,0.24670146281520525,0.9614583100173291,0.44867492755254107,0.24633443235468333
19,0.6119306607679887,0.05512569254885117,0.9913232555753734,0.1775189193089803,0.055456336073692686
20,0.43615576516498217,0.10519846715033054,0.9834581432945863,0.23264914131164552,0.10572522594242081
1,9.365670951929959,6.4847385088602705,-0.017825498286686114,2.0416077276865643,6.505305461937566
2,7.084124970436096,6.371667106946309,-0.0012847641327444759,2.02849626604716,6.399587410643685
3,7.103043525869196,6.361133396625519,-0.00035521727248633006,2.0201789360046387,6.393646327150155
4,7.079425725069913,6.554969886938731,-0.028385801881955608,2.0457572135925295,6.572800332889086
5,6.540270480242643,2.674431969722112,0.5801709268496433,1.3128850065867106,2.6832854622354345
6,1.408419888534329,0.17801596006999412,0.9720535554619636,0.3242322849432627,0.17861623490573686
7,0.2918180062012239,0.40328872203826904,0.9378199591024904,0.5760914285009106,0.3974160210713616
8,0.20588061768900265,0.5456462303797404,0.9149579661495183,0.7111466504236063,0.5435356141431563
9,0.23666174557398667,0.0315163170453161,0.9951703681292793,0.1238203779309988,0.030867993227359725
10,0.14815096055919474,0.1298600792263945,0.9796528162841254,0.32654661440849303,0.13004650166923204
11,0.135396019640294,0.027471664710901678,0.995707657847977,0.11992231028278669,0.027433972614228343
12,0.14162807403640312,0.029924889250348013,0.9953592215034267,0.12439289079109828,0.029660960304314306
13,0.1543651139194315,0.017883877463949222,0.9971880058860395,0.0951276394824187,0.017972511692108298
14,0.13549364652823317,0.08959924786662062,0.9860014816787716,0.25709729184707003,0.08946979403385982
15,0.10263591381636533,0.5165510339041551,0.9193387378289628,0.6870184756318728,0.5155364551696748
16,0.13610643758015198,0.025703663394475978,0.9959880539362853,0.1305333546002706,0.025641855784920474
17,0.06763097010552883,0.0675431143802901,0.989448603951052,0.23940477647384006,0.06743793947374045
18,0.08283211179077625,0.010837650605632613,0.998320055091209,0.08382726553082466,0.010737159571368579
19,0.07627617445859042,0.018637378118000925,0.9971098189188001,0.11864854128162067,0.01847223399803515
20,0.08071357455443252,0.009675657279634228,0.998489820021767,0.07505283056696256,0.009652128068558627
1,16.37202857624401,6.528812249501546,-0.028418001829976225,2.1020322774251303,6.573006134864067
2,6.977986823428761,6.136050442854564,0.03668863038028558,1.9783662796020507,6.156885168314572
3,6.982009536569769,6.48041953643163,-0.01669927532895854,2.026288483937581,6.498107347554899
4,6.045441579818726,4.9040631254514055,0.2330979309852148,1.7343232332865397,4.901559478251442
5,4.6823456590825865,2.655799776315689,0.5825967051676595,1.2942197720209758,2.6677814009123453
6,1.8891142173246904,0.8715589468677839,0.8617166009952696,0.7496849212646485,0.883821197597258
7,1.0890655132857237,1.049961119890213,0.8343158660054236,0.8503459329605103,1.0589495975937198
8,0.6428221048279242,0.29369941415886086,0.9539330143521236,0.43065967774391173,0.29443142646218173
9,0.5697297352281484,0.42055326079328853,0.9344345049909342,0.5119607302149137,0.4190537312290631
10,0.4263093601573597,0.3525550588965416,0.945322320285492,0.49040134036540983,0.349465609862993
11,0.3295470153066245,0.13959356925139824,0.9784356269833068,0.28573859719435374,0.13782601615394066
12,0.30997856706380844,0.7524388954043388,0.8824760182597838,0.7926652306715647,0.7511399563188558
13,0.3106310534883629,0.07402003882452846,0.988543967222454,0.20480216626326242,0.07321981294962106
14,0.22864068123427303,0.09646685669819514,0.9851070727976925,0.24992870231469472,0.09518629749057508
15,0.1949289923364466,0.16486456027875343,0.9742408769382852,0.3177441780368487,0.16463624091769055
16,0.16496036012064327,0.039285230838383235,0.9938686909869172,0.14827825129032135,0.03918750127480096
17,0.23545588180422783,0.048455597988019385,0.9924502586060884,0.17074618714551132,0.048253235951253616
18,0.19470630054446783,0.03779680475903054,0.994114213674643,0.15139304411411286,0.03761827346101451
19,0.15514315559782765,0.21122417443742356,0.9669336334868018,0.3903859209517638,0.21133958133965872
20,0.16570341929116034,0.022716149338521063,0.9964540956312439,0.11420403591791789,0.022663208080763317
1,11.826271447268399,6.5627734661102295,-0.03167305623125172,2.0475920378367105,6.593810411443073
2,7.093157828937877,6.360085725784302,-0.0002899783971916925,2.026104772567749,6.393229360968329
3,7.085141658782959,6.394915183385213,-0.005622772587194902,2.033711083730062,6.427313253767256
4,7.1074801011519,6.3908664782842,-0.005298542412597751,2.04638965733846,6.425240976810859
5,7.071411557631059,6.474907358487447,-0.01801760414710163,2.0409846121470134,6.506533282723287
6,7.067292100732977,6.0073511600494385,0.056224958387057655,1.9538928305308023,6.032021150363961
7,7.119127186861905,6.30837353070577,0.007821119668082965,2.0178748086293536,6.341388283460287
8,6.705520465157249,5.303911606470744,0.16530415359933814,1.857726022084554,5.334854999984876
9,6.824563442577015,5.7314625183741255,0.09761911075284113,1.9070536778767904,5.76745555839295
10,6.431912768970836,5.611029346783956,0.11481478690341973,1.8929864069620768,5.657551526540369
11,6.668608466061679,5.554899573326111,0.12428127060166938,1.8729147758483886,5.597047669826985
12,6.493112104589289,5.838328917821248,0.08054021920045762,1.9320627536773682,5.876613175967456
13,6.445554087378762,5.995685458183289,0.05477872863453592,1.976490930557251,6.0412645484947145
1,26.006899335167624,6.383971651395162,-0.004486933684439975,2.0407303733825684,6.4200536802643215
2,7.108362317085266,6.377553562323253,-0.003963625026627282,2.0588531392415366,6.416709017868185
3,7.030627905238759,6.198387026786804,0.02633771812259389,1.996729040781657,6.223041740496489
4,6.457064908201044,5.207507789134979,0.18090988399077568,1.8238421179453532,5.235112909298572
5,5.93845562284643,4.736753682295482,0.25491053700908506,1.7390556780497233,4.762146911613022
6,5.589999777620489,4.1626376410325365,0.34875029590996376,1.6021726862589518,4.16238172872816
7,3.5375892704183407,1.867011308670044,0.7044120101566268,1.0719519538879394,1.8892139841731792
8,1.8362136683680794,1.0775472211341064,0.8284209698026258,0.7990538469950358,1.0966260957067728
9,1.3240370094776153,0.7724073119461536,0.877272099872664,0.6725661045710246,0.7844001554042528
10,1.0135570992122998,0.7607473743458589,0.8795334873002607,0.6753629064559936,0.7699467780728089
11,1.003563123399561,0.796534825116396,0.8737089162814038,0.7275781389872233,0.8071738014930269
12,0.752127824046395,0.3709317408502102,0.940954626331169,0.4663465394973755,0.3773811841779982
13,0.6515378564596176,0.4511147662997246,0.9289106315344167,0.5094337774912516,0.45435888346608605
14,0.6197854107076471,0.6775701952477297,0.8942580051006283,0.7037732903162638,0.6758368483919669
15,0.802423007921739,0.31040965237965185,0.9506357487520956,0.42467679023742677,0.3155054906838268
16,0.4570530872453343,0.5720958635210991,0.9100435319055092,0.6562033100128174,0.5749456112238942
17,0.4196949018673463,0.28724707414706546,0.9550280022759504,0.42833766174316407,0.2874329469255454
18,0.5752741067246957,0.23745001386851072,0.9622991408808087,0.39333056545257566,0.24096036615378028
19,0.5128340053287419,0.20081523278107247,0.9683032000387277,0.3488030859629313,0.2025861665492765
20,0.3428520824421536,0.17263689326743284,0.9726701900424668,0.32246682993570963,0.17467509144713858
1,17.03380865617232,6.345005393028259,0.002037802706153058,2.022394957224528,6.378351636691159
2,7.176496479728005,6.299262722333272,0.009225315865560413,2.013893450419108,6.332413537584438
3,7.056515190818093,6.221809943517049,0.021346109786440914,1.9995048910776774,6.254944986217576
4,6.803399619189176,5.53385325272878,0.12962671998994257,1.8835515041351318,5.562882892897561
5,5.044182426279241,3.9703945914904275,0.3769130041537131,1.5306986452738445,3.9823832711640583
6,3.5906052589416504,1.9083779056866963,0.700036076868872,1.1126587022145589,1.9171822191661365
7,2.256357271021063,1.0461860845486324,0.8356645198147965,0.7867535301049551,1.0503298440041853
8,1.0184761659665542,0.4051607723037402,0.9366033112281164,0.5056676854292552,0.40519207509608673
9,1.2946864664554596,1.2104237178961437,0.8102581377805497,1.015015596628189,1.2127115843847018
10,0.9256270018490877,0.3519531339406967,0.9447442857071895,0.5098910772005717,0.35316004619392577
11,0.46177766702391887,0.10657025128602982,0.9833403496957565,0.25462380139033,0.10647808912293463
12,0.40858765677972275,0.5391494085391363,0.915651480778752,0.632277553955714,0.5391031013862233
13,0.42548713033849545,0.17560807367165884,0.9725359937833054,0.3243038302262624,0.17553279019723325
14,0.4825147542086515,0.21590473006169,0.9662676359941377,0.4039454321861267,0.21559622173033244
15,0.2773644955320792,0.27544744809468585,0.9570124743912748,0.46458505098025005,0.27474943947499186
16,0.25536729449575596,0.06611473423739274,0.9896619098744092,0.19836525265375773,0.0660746211145385
17,0.216834909807552,0.044709901325404644,0.9930215001252748,0.15939135885238648,0.044602216615321384
18,0.2773617898876017,0.08644442912191153,0.9864860500926428,0.23897372126579286,0.0863727351030852
19,0.27639752192930744,0.5422887528936068,0.9149747957603643,0.6991068716049195,0.5434280497723056
20,0.28515852256254715,0.04403390362858772,0.9931461942901807,0.16193403069178264,0.04380524932240218
1,31.937929658456284,6.353114068508148,0.0006450217299184269,2.025808630625407,6.387253423595921
2,7.266702218489214,6.322214941183726,0.005824322234169177,2.015755382537842,6.354150566656265
3,7.227244264429266,6.270331899325053,0.014777615663449484,2.0107586867014566,6.296926701911405
4,6.892640683867715,5.388361354668935,0.15529570915789115,1.8206573689778647,5.398822731585275
5,6.1204933708364315,4.6512578427791595,0.27003753850806034,1.7248383928934734,4.665464557280507
6,5.838471733440052,4.395814587672551,0.31042472954148337,1.6645062503814698,4.407334833802072
7,5.417878827181729,4.20896703004837,0.33966267965846,1.625989003499349,4.220464101135231
8,5.051559281349182,3.6498488088448844,0.42536840295231704,1.5315852890014647,3.672686598212232
9,4.48591409813274,3.413252517580986,0.45923589795517006,1.5032023906707763,3.456226703470877
10,3.776215590130199,3.0478767404953637,0.5168212697162902,1.419604555130005,3.088176940445776
11,3.0257073283195495,2.7901175767183304,0.55780226156171,1.364712615331014,2.826252012708764
12,2.4329358274286443,1.5909121756752331,0.7477333520071755,1.0054044809341431,1.612330999581787
13,2.1559459469535134,1.2665641208489735,0.7991423154162943,0.8902481107711792,1.2837569846638663
14,1.9337239536372097,1.0885678008198738,0.8280239190739344,0.8224359137217204,1.0991637962049134
15,1.6582425691864706,3.7651035686333976,0.4047606959032004,1.703517458597819,3.8043982024609866
16,1.625973933393305,1.1367855593562126,0.8195251380401036,0.8492840442657471,1.1534827013337947
17,1.5144230536439203,0.7082261343797048,0.8886687067853491,0.6548962802886963,0.711560155501082
18,1.1728000554171476,0.8416743154327074,0.8665917365396388,0.7241152499516805,0.8526623732822294
19,1.039758523214947,0.8966889667014281,0.8579426539472002,0.7424088134765625,0.9079419121855599
20,1.3261052091013301,1.562966672082742,0.7537742624921728,1.0980361528396607,1.5737212692898261
1,22.95699614611539,6.345481475194295,0.0013479689727423638,2.0451784693400064,6.38276062345887
2,7.085115760022943,6.220988472302754,0.0220829549198025,2.000355370203654,6.250235531916493
3,6.68756927576932,5.349010735750198,0.16010877776927201,1.8264186573028565,5.3680606003761415
4,5.967720807682384,4.946707397699356,0.2247663891139311,1.759241579055786,4.95480949501056
5,5.256800976666537,4.241720209519069,0.3359632666968173,1.6111466967264811,4.244108440352362
6,3.4991975730115716,1.8010087062915165,0.7156638389365292,1.0524111391703288,1.8172993157532018
7,1.9428275314244356,1.4655030046900113,0.7705945662226101,0.9791050084431966,1.4662163837143993
8,1.6812861718914724,1.5947852085034053,0.7503015039748817,1.0423570016225179,1.5959169747310362
9,1.4660032732920214,0.7363783046603203,0.884542687100242,0.6522169046401978,0.7379310986920042
10,1.248355835134333,1.1692745474477608,0.8157820142757822,0.8784468746185303,1.1774064127261084
11,0.9888313867829063,0.5565235962470373,0.9125122167399133,0.5503684968948365,0.5591673182217194
12,0.8651446626944975,0.4068094914158185,0.9372384625513621,0.47350803979237877,0.4011325841723256
13,0.9392065245996822,0.37834398572643596,0.9409494626547343,0.4761255941390991,0.37741418717563474
14,0.7987888028675859,0.5581056649486223,0.9135301418419699,0.5652520097096762,0.5526613761546375
15,0.7100393830375238,0.22774138332655033,0.9644800262642538,0.35564427471160887,0.2270215076552785
16,0.7247242251580411,0.7171304573615392,0.887603443086562,0.7168189846674601,0.7183686563391818
17,0.6386314188892191,0.19417384887735048,0.9696197485653191,0.3305676771799723,0.1941716098935855
18,0.6906180488792333,0.17109997663646936,0.9730783547968417,0.3095824721654256,0.17206635703198125
19,0.496746163205667,0.16829481845100722,0.9737212399270355,0.30705919075012206,0.16795743644010358
20,0.4779523806138472,0.11480261851102114,0.9818932509210848,0.2464294424057007,0.11572704150100063
1,11.656138344244523,6.402563055356343,-0.007675968826916124,2.0570241317749023,6.4404360029370995
2,6.9340112187645655,5.141333291927974,0.1937949071982309,1.7879264329274496,5.152759881211
3,4.670032399350947,1.832360863685608,0.7111586480880874,1.0832301858266196,1.8460936844173523
4,1.315105618130077,0.2907253826657931,0.9542866825683259,0.418356994787852,0.29217099991318335
5,0.9258172311566093,0.20422654474774996,0.9679953099394649,0.352814381202062,0.20455400794034237
6,0.6220856696367264,0.5566916763782501,0.9128391325628147,0.6623163855075836,0.5570778762772076
7,0.5122352102940733,1.0939712524414062,0.829084097736104,1.001940937201182,1.09238779574781
8,0.2580993686210025,0.09964149693648021,0.984510703066629,0.2394406103293101,0.09899792067682094
9,0.29138242155313493,0.05462053852776686,0.9915289571752444,0.185442436615626,0.054141619805115324
10,0.21594612083651804,0.08660170404861371,0.9863642892625765,0.22516112084686757,0.08715095435011078
11,0.2222560896792195,0.23843948232630888,0.9626028640181836,0.4497190860112508,0.23901915738291785
12,0.20412168746644802,0.18620826924840608,0.9708578873523089,0.40421365574995677,0.18625819936574903
13,0.10963741192086177,0.13090390898287296,0.9794806872792946,0.3232113700012366,0.13114664285961145
14,0.1122586536813866,0.020560940261930227,0.9968006361220474,0.10670591688156128,0.02044833750481327
15,0.10932194383984262,0.01792824435203026,0.9972160021319134,0.09718615978956223,0.0177935771581398
16,0.10812957645817237,0.028038776014000177,0.9956490866632021,0.12582184193531673,0.02780832307889019
17,0.12262396893718026,0.021664099069312215,0.9965988081706348,0.11487110262115796,0.02173829582960051
18,0.11451247422532602,0.016675203553556155,0.9973698853422461,0.09001491016149521,0.016810051700816
19,0.10132362869652835,0.03745134687051177,0.9941367899007403,0.16188379234075545,0.03747398031136627
20,0.126302665268833,0.02064551894242565,0.9967476452963896,0.1145972736577193,0.02078702179614288
1,19.03016919222745,6.360143820444743,-0.0004453973238096598,2.0299927393595376,6.3942227017658615
2,7.1119513511657715,6.334463993708293,0.0035834052504321035,2.02450883102417,6.368473109684115
3,6.806826062635942,5.632433772087097,0.11384478578256862,1.8976344629923503,5.66375116842415
4,5.784623843973333,4.626745442549388,0.27322929740498747,1.732982999165853,4.645064826068901
5,4.498117412220348,4.182820459206899,0.341165443877961,1.6435054613749187,4.210859369969054
6,2.423682071945884,1.6873325606187184,0.7336570933157839,1.0464137417475383,1.7022976615517385
7,1.707266262444583,0.9091279109319051,0.8571361724299613,0.755518196105957,0.913096438799284
8,1.4125227689743043,0.8707473427057266,0.8631761127501071,0.7369017502466838,0.8744929091956716
